projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
35466,B,D,D,BAN,South Asia,Bangladesh,B,B1,72.6,45.8,2002,2010,4.59,2.98,9.3,,113.41,69.58,False,Energy,Conventional energy generation,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36005,B,D,D,IND,South Asia,India,B,B2,180,160.42,2003,2012,5.63,2.69,,,285.7,281.57,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36018,B,D,D,PHI,Southeast Asia,Philippines,C,C,40,35.59,2002,2009,6.53,0.09,40,31.3,106,90.3,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PPER,2012,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36052,B,D,D,PAK,Central and West Asia,Pakistan,B,B1,301.2,201.87,2004,2011,6.12,0.75,,,423.6,300.5,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2013,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
36105,B,D,D,BAN,South Asia,Bangladesh,B,B1,30.6,18.13,2004,2013,4.04,4.64,,,41.3,27.84,False,Transportation,Road transport (non-urban),na,na,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2014,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36107,B,D,D,BAN,South Asia,Bangladesh,B,B1,465,436.64,2007,2014,3.01,4.32,,,739.9,892.5,True,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2017,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36205,B,C,C,BAN,South Asia,Bangladesh,B,B1,186,179.641,2003,2012,4.56,3.78,43.8,nda,328.5,258.38,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na
36257,B,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,32.8,32.71,2004,2010,4.35,1.6,4,,43.4,43.338,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2012,na,na,na,na,na,na,na,na
36297,B,C,B,BAN,South Asia,Bangladesh,B,B1,50,42.45752256,2006,2016,6.71,3.27,9,7.72,71.1,60.6,False,Water,Urban water supply,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36318,D,D,D,IND,South Asia,India,B,B2,250,250,2003,2009,3.56,1.95,,,393.5,469.6,True,Energy,Energy sector development and institutional reform,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36320,B,D,D,IND,South Asia,India,B,B2,400,366.44,2003,2009,4.61,1.28,,,571,510.7,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,nr,nr,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2012,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36352,A,A,A,VIE,Southeast Asia,Viet Nam,C,B,196,181.14,2008,2016,6.01,2.06,,,267.28,262.63,False,Energy,Large hydropower generation,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36362,B,D,D,PRC,East Asia,China,C,B2,70,56.43,2004,2011,4.85,2.25,30.74,27.44,161,200.35,True,Energy,Energy efficiency and conservation,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2013,na,na,na,na,na,na,na,na
36432,A,D,D,PRC,East Asia,China,C,B2,180,179.99,2004,2012,5.58,2.03,40,39.23,548,800.65,True,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2014,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36433,A,D,D,PRC,East Asia,China,C,B2,300,299.6,2006,2012,6.11,-0.03,2138.5,4425.6,3752.9,7052.6,True,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na
36455,A,A,A,PRC,East Asia,China,C,C,200,200,2008,2014,4.76,1.02,,,745,1110.3,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36505,A,D,D,PRC,East Asia,China,C,B2,80,77.98,2006,2013,6.03,1.01,,,160.21,158.26,False,Water,Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na
36507,A,D,D,PRC,East Asia,China,C,B2,100,92.72,2005,2012,4.95,2.04,,,232.2,234.5,True,Water,Urban water supply,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2013,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
36595,A,D,D,PRC,East Asia,China,C,B2,150,150,2007,2014,5.94,1.32,139.42,44.35,372.36,225.38,False,Water,Urban flood protection,Transportation,Urban public transport,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2015,na,na,na,na,na,na,na,na
36673,B,D,D,AFG,Central and West Asia,Afghanistan,A,A,150,141.15,2003,2013,10.08,,20,19.94,170,158.15,False,Transportation,Road transport (non-urban),Energy,Electricity transmission and distribution; Conventional energy generation,successful,relevant,less than effective,nr,nr,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2010,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
37003,A,D,D,PAK,Central and West Asia,Pakistan,B,B1,60,13.7,2005,2009,5.8,-1.75,,,85.7,19.6,False,Water,"Urban policy, institutional and capacity development",na,na,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,na,na,na,na,na,na,na,na,na,PCR,2012,na,na,na,na,na,na,na,na
37027,B,D,D,NEP,South Asia,Nepal,A,A,19.6,17.54,2004,2016,5.66,6.05,,,26.7,19.5,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2012,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
37041,B,B,B,CAM,Southeast Asia,Cambodia,A,A,20,20.6,2006,2015,4.24,4.19,22.3,28.8,52.36,66.2,True,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
37066,B,D,D,IND,South Asia,India,B,B,750,710.99,2005,2015,8.53,0.51,,,1048.78,987.85,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
37066,B,D,D,IND,South Asia,India,B,B,130,121.73,2008,2013,2.26,2.89,,,168.8,178.32,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
37066,B,D,D,IND,South Asia,India,B,B,185,185,2009,2013,2.9,0.81,,,239.8,248.35,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na
37066,B,D,D,IND,South Asia,India,B,B2,180,173.91,2006,2009,2.42,0.77,,,250.2,233.4,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,satisfactory,PVR,2012,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory
37066,B,D,D,IND,South Asia,India,B,B2,77.65,38.09,2008,2011,1.79,1.27,,,100.46,65.48,False,Transportation,Road transport (non-urban),na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,less than satisfactory,less than satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2013,na,na,na,na,na,na,na,na
37075,B,C,B,AFG,Central and West Asia,Afghanistan,A,A,80,74.63,2004,2014,9.55,,,,80,113.1,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,highly efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
37078,B,D,D,AFG,Central and West Asia,Afghanistan,A,A,50,47,2005,2016,10.72,0.4,,,50,68.27,True,Energy,Electricity transmission and distribution,na,na,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2017,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
37136,B,C,B,AFG,Central and West Asia,Afghanistan,A,A,30,29.1,2004,2014,10.11,-0.04,2,2,32.1,35.3,True,Transportation,Air transport,na,na,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2012,less than successful,relevant,effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
37139,A,B,B,IND,South Asia,India,B,B,62.4,9.31,2008,2017,3.52,4.61,,,89.14,13.1,False,Energy,Electricity transmission and distribution,na,na,less than successful,less than relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,less than relevant,ineffective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2018,less than successful,less than relevant,ineffective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
