id,regionname,countryshortname,status,last_stage_reached_name,project_name,sector1,sector2,pdo,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,supplementprojectflg,proj_last_upd_date,projectfinancialtype
P096926,East Asia and Pacific,China,Closed,BANK APPROVED,Jiangsu Water and Wastewater,"Water, Sanitation and Waste Management",Sanitation,"The objective of the Project is to improve the efficiency and effectiveness of water supply and wastewater management services, andreduce pollution discharges into the local rivers in Jiangsu Province.",2/19/08,2009,2009,2015,6/2/09,9/28/09,12/31/15,262300000,130000000,0.67,0.33,392300000,392300000,130000000,0,0,130000000,Investment Project Financing,B,Not Applicable,N,4/22/24,Other
P097692,Western and Central Africa,Nigeria,Closed,BANK APPROVED,Nigeria National Energy Development Project GEF MSP,Energy and Extractives,Renewable energy," The Project's main objectives are: (i) to originate and implement several access expansion, intensification and renewable energy pilots with a view to provide inputs for the policy, legal, regulatory and institutional framework development process underway in Nigeria in the wake of the new Electricity legislation; (ii) Support the implementation of the National Renewable Energy Master Plan to reinforce its outcomes; (iii) develop market models for renewables, such as standard, bankable contractual agreement for grid-connected small hydro power and market penetration for solar PV technologies; and (iv) engender interest in development of energy-based cross sectoral development compacts (the Project).",8/22/05,2005,2005,2013,8/22/05,9/16/05,12/31/13,1900000,8100000,0.19,0.81,10000000,10000000,,,1000000,1000000,Specific Investment Loan,F,Not Applicable,Y,1/15/13,
P097818,Eastern and Southern Africa,Rwanda,Closed,BANK APPROVED,Rw:  Sustainable Energy Development Project (GEF),Energy and Extractives,Renewable Energy Biomass,The overall goal of the project is to strengthen and consolidate the Rwandan Renewable Energy market. The PDO for SEDP is: 1. Improve policy and institutional framework of the Renewable Energy and Energy efficiency sub-sectors 2. Increase Private sector Participation in the Renewable Energy Sector,1/25/07,2009,2010,2014,10/15/09,6/9/10,8/31/14,8300000,0,1,0,8300000,8300000,,,8300000,8300000,Investment Project Financing,B,Not Applicable,N,9/16/21,Grants
P098012,Eastern and Southern Africa,Uganda,Closed,BANK APPROVED,Kampala Solid Waste Project,"Water, Sanitation and Waste Management",Waste Management,"The objectives of the project are: 1. Capture, put to productive use, and/or flaring of landfill methane emissions at the existing site. Development of a site closure plan; 2. Additional avoidance of methane production and emissions through composting of a portion of the waste stream at the landfill site; and 3. Better waste management may be achieved through improved/increased waste collection and better managed. The KCC will be the main vehicle for the development and implementation of the project activity at its site that will involve landfill gas recovery and productive use, and composting.  In parallel but outside of the project boundaries an integrated waste management plan will be developed including more effective recycling and increased waste collection efficiency.  This could effect the rate at which waste is transported to the landfill, hence the rate at which the ER are generated.  Since the landfill has a finite size the actual total ER to be delivered could vary but only with the ratio of the amount composted to the total amount landfilled. The principal developer is the Kampala City Council (KCC). The KCC will enter into an appropriate arrangement with the National Environmental Management Authority of Uganda (NEMA) for the optimum project implementation potential with appropriate mutual benefits derived from Carbon Finance.  The initial investment required is about US$ 3.5 million.",6/16/09,2010,2010,2015,4/15/10,4/15/10,6/30/15,2077155,0,1,0,2077155,2077155,,,2077155,2077155,,,,Y,12/19/24,Grants
P098452,Europe and Central Asia,Kazakhstan,Closed,BANK APPROVED,Kazakhstan-Extractive Ind. Trans. Init.,Energy and Extractives,Renewable Energy Biomass,,9/4/07,2007,,2012,9/4/07,,12/21/12,72922.5,0,1,0,72922.5,72922.5,,,72922.5,72922.5,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P098453,Europe and Central Asia,Kyrgyz Republic,Closed,BANK APPROVED,Kyrgyz Republic-Extractive Industries Transparency Initiative,Energy and Extractives,Oil and Gas,,1/29/09,2009,2009,2011,1/29/09,3/10/09,6/30/11,180000,0,1,0,180000,180000,,,180000,180000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098454,Western and Central Africa,Nigeria,Closed,BANK APPROVED,Nigeria: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,,1/25/06,2006,2006,2012,1/25/06,2/12/06,3/31/12,2220000,0,1,0,2220000,2220000,,,2220000,2220000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098457,Western and Central Africa,Mauritania,Closed,BANK APPROVED,Mauritania-Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,,6/8/06,2006,2006,2008,6/8/06,6/21/06,6/30/08,240000,0,1,0,240000,240000,,,240000,240000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098459,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,Closed,BANK APPROVED,Morocco Oum Er Rbia Sanitation,"Water, Sanitation and Waste Management",Sanitation,The objective of the Project is to increase access to sanitation services and reduce wastewater-related pollution in selected smalland medium towns in the Project provinces.,4/21/09,2010,2011,2018,6/15/10,2/15/11,5/31/18,32100000,43000000,0.43,0.57,75100000,75100000,43000000,0,0,43000000,Investment Project Financing,B,Not Applicable,N,11/14/22,IBRD
P098531,Latin America and Caribbean,Haiti,Closed,BANK APPROVED,HT Electricity Project,Energy and Extractives,Energy Transmission and Distribution,Contribute to the sustainable improvement in the quality of electricity services to customers and to the strengthening of the financial and operational performance of the electricity public utility (EDH).,4/14/06,2006,2007,2013,8/3/06,7/31/07,8/31/13,1474760,6000000,0.2,0.8,7474760,7474760,0,6000000,0,6000000,Investment Project Financing,C,Not Applicable,N,10/2/23,IDA
P098638,Western and Central Africa,Nigeria,Closed,BANK APPROVED,NG-Lagos Landfill Gas &Composting (FY06),"Water, Sanitation and Waste Management",Waste Management,"Land fill gas will be collected from Abuje Egba Landfill and at a later stage from Olusosun Landfill, both situated within the metropolitan area of Lagos. Develop a new small scale composting facility at the existing Olusosun Landfill site to prevent methane emissions by use of anaerobic composting.",11/28/07,2008,,2013,1/9/08,,12/31/13,2125140,0,1,0,2125140,2125140,,,2125140,2125140,,,,Y,12/19/24,Grants
P098664,Western and Central Africa,Nigeria,Closed,BANK APPROVED,NG-CF Aba Cogeneration (FY06),Energy and Extractives,Power," IFC is appraising and preparing an investment for a 105 MW gas generation project in Aba, Nigeria.  The WB Africa Region Carbon Finance team is preparing a carbon finance transaction associated with the IFC transaction.",7/27/06,2006,2007,2018,7/19/06,9/1/07,8/31/18,9005000,0,1,0,9005000,9005000,,,9005000,9005000,,,,N,12/19/24,Grants
P098770,Africa,Africa,Closed,BANK APPROVED,AFCC2/RI East Africa Trade and Transport Facilitation Project,Transportation,Railways, X,1/24/06,2006,,2015,1/24/06,,9/30/15,55000000,0,1,0,55000000,60000000,,,,,Investment Project Financing,Not Available,Not Available,Y,12/19/24,IDA
P098832,Western and Central Africa,Cameroon,Closed,BANK APPROVED,Cameroon: Extractive Industries Tansparency Initiative Implementation,Energy and Extractives,Oil and Gas,,8/28/06,2006,2006,2008,8/28/06,9/29/06,6/30/08,130000,0,1,0,130000,130000,,,130000,130000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098837,Eastern and Southern Africa,Sudan,Closed,BANK APPROVED,SD - National Emergency Transport Rehabilitation Project,Transportation,Roads and highways,"To facilitate the country's economic and social recovery through improved physical access to goods, markets, and administrative and social services.",8/28/06,2006,2007,2013,8/28/06,1/29/07,6/30/13,137180000,0,1,0,137180000,137180000,,,43500000,43500000,Investment Project Financing,C,Not Applicable,N,3/11/21,Other
P098842,Eastern and Southern Africa,"Congo, Democratic Republic of",Closed,BANK APPROVED,DR of Congo-Extractive Ind.Trans.Initiat,Energy and Extractives,Oil and Gas,,9/4/09,2009,2009,2011,9/4/09,9/4/09,8/31/11,500000,0,1,0,500000,500000,,,500000,500000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098843,Western and Central Africa,Equatorial Guinea,Closed,BANK APPROVED,Equatorial Guinea-Extractive Industries Transparency Initiative,Energy and Extractives,Oil and Gas,,4/28/09,2009,2009,2010,4/28/09,5/8/09,10/29/10,760000,0,1,0,760000,760000,,,260000,260000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098844,Western and Central Africa,Guinea,Closed,BANK APPROVED,Guinea: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,,5/1/06,2006,2006,2012,5/1/06,5/17/06,10/22/12,569000,0,1,0,569000,569000,,,569000,569000,Technical Assistance Loan,C,Not Applicable,N,6/3/13,Grants
P098845,Western and Central Africa,Niger,Closed,BANK APPROVED,Niger: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,,4/24/09,2009,2009,2012,4/24/09,4/24/09,6/30/12,395050,0,1,0,395050,395050,,,245000,245000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098846,Latin America and Caribbean,Peru,Closed,BANK APPROVED,Peru-Extractive IndustriesTransparency Initiative,Energy and Extractives,Renewable Energy Biomass,,9/4/07,2007,2007,2010,9/4/07,7/17/07,9/30/10,300000,0,1,0,300000,300000,,,300000,300000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P098847,Eastern and Southern Africa,Sao Tome and Principe,Closed,BANK APPROVED,Sao Tome & Principe-Extractive Industries Transparency Initiative,Energy and Extractives,Oil and Gas,,1/16/09,2009,2009,2010,1/16/09,1/16/09,6/30/10,158000,0,1,0,158000,158000,,,110000,110000,Technical Assistance Loan,C,Not Applicable,N,1/27/14,Grants
P098849,East Asia and Pacific,Timor-Leste,Closed,BANK APPROVED,Timor-Leste-Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,,2/10/09,2009,2009,2011,2/10/09,2/10/09,12/31/11,451950,0,1,0,451950,451950,,,230000,230000,Technical Assistance Loan,C,Not Applicable,N,10/16/13,Grants
P099059,"Middle East, North Africa, Afghanistan, and Pakistan",Iraq,Closed,BANK APPROVED,Dokan and Derbandikhan Emergency Hydro Power Project,Energy and Extractives,Renewable Energy Hydro,The objective of the proposed project is to: (i) help alleviate the current power supply shortfall in the Kurdish region through urgent repair work; (ii) strengthen the capacity of local operational staff; and (iii) prepare for the subsequent rehabilitation of the Dokan and Derbandikhan hydropower plants.  The reliability of both power plants is very low and the effective capacity of each has been as low as 50 percent.  Subsequent rehabilitation would restore their original capacity of 400 and 249MW respectively.,3/30/06,2006,2007,2013,12/12/06,10/30/07,12/31/13,0,40000000,0,1,40000000,40000000,0,40000000,0,40000000,Investment Project Financing,B,Not Applicable,N,10/18/22,IDA
