projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance,year_for_plr,totalcost_initial_adj1_plr,include,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,adb_funding_ratio,totalcost_initial_adj,totalcost_final_adj,project_size
35466,B,D,D,BAN,South Asia,Bangladesh,B,B1,72.6,45.8,2002,2010,4.59,2.98,9.3,,113.41,69.58,False,Energy,Conventional energy generation,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2002,398.7,True,1103.77,2010,217.32,373.8,0.6401551891367604,1103.77,373.8,mega
36005,B,D,D,IND,South Asia,India,B,B2,180.0,160.42,2003,2012,5.63,2.69,,,285.7,281.57,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2003,1292.39,True,3250.59,2012,949.45,1216.69,0.6300315015750788,3250.59,1216.69,mega
36018,B,D,D,PHI,Southeast Asia,Philippines,C,C,40.0,35.59,2002,2009,6.53,0.09,40.0,31.3,106.0,90.3,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PPER,2012,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2002,373.95,True,646.2,2009,249.78,312.35,0.37735849056603776,646.2,312.35,major
36052,B,D,D,PAK,Central and West Asia,Pakistan,B,B1,301.2,201.87,2004,2011,6.12,0.75,,,423.6,300.5,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2013,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2004,1672.86,True,5206.25,2011,1030.12,1618.42,0.7110481586402265,5206.25,1618.42,mega
36105,B,D,D,BAN,South Asia,Bangladesh,B,B1,30.6,18.13,2004,2013,4.04,4.64,,,41.3,27.84,False,Transportation,Road transport (non-urban),na,na,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2014,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2004,140.86,True,352.45,2013,89.52,123.15,0.7409200968523003,352.45,123.15,small
36107,B,D,D,BAN,South Asia,Bangladesh,B,B1,465.0,436.64,2007,2014,3.01,4.32,,,739.9,892.5,True,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2017,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2007,2741.91,True,5819.12,2014,2704.25,3520.52,0.6284633058521422,5819.12,3520.52,mega
36205,B,C,C,BAN,South Asia,Bangladesh,B,B1,186.0,179.641,2003,2012,4.56,3.78,43.8,nda,328.5,258.38,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na,2003,1122.05,True,2935.59,2012,861.65,1270.37,0.5662100456621004,2935.59,1270.37,mega
36257,B,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,32.8,32.71,2004,2010,4.35,1.6,4.0,,43.4,43.338,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2012,na,na,na,na,na,na,na,na,2004,234.76,True,872.03,2010,151.99,299.75,0.7557603686635944,872.03,299.75,major
36297,B,C,B,BAN,South Asia,Bangladesh,B,B1,50.0,42.45752256,2006,2016,6.71,3.27,9.0,7.72,71.1,60.6,False,Water,Urban water supply,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2006,265.7,True,600.38,2016,168.25,193.84,0.7032348804500704,600.38,193.84,major
36318,D,D,D,IND,South Asia,India,B,B2,250.0,250.0,2003,2009,3.56,1.95,,,393.5,469.6,True,Energy,Energy sector development and institutional reform,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2003,1780.03,True,4477.09,2009,1666.87,2770.76,0.6353240152477764,4477.09,2770.76,mega
36320,B,D,D,IND,South Asia,India,B,B2,400.0,366.44,2003,2009,4.61,1.28,,,571.0,510.7,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,nr,nr,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2012,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2003,2582.97,True,6496.62,2009,1812.76,3013.27,0.7005253940455342,6496.62,3013.27,mega
36352,A,A,A,VIE,Southeast Asia,Viet Nam,C,B,196.0,181.14,2008,2016,6.01,2.06,,,267.28,262.63,False,Energy,Large hydropower generation,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,876.15,True,1651.84,2016,804.15,890.74,0.7333133792277762,1651.84,890.74,mega
36362,B,D,D,PRC,East Asia,China,C,B2,70.0,56.43,2004,2011,4.85,2.25,30.74,27.44,161.0,200.35,True,Energy,Energy efficiency and conservation,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2013,na,na,na,na,na,na,na,na,2004,473.76,True,806.86,2011,367.3,431.53,0.43478260869565216,806.86,431.53,major
36432,A,D,D,PRC,East Asia,China,C,B2,180.0,179.99,2004,2012,5.58,2.03,40.0,39.23,548.0,800.65,True,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2014,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2004,1612.55,True,2746.32,2012,1427.56,1637.81,0.3284671532846715,2746.32,1637.81,mega
36433,A,D,D,PRC,East Asia,China,C,B2,300.0,299.6,2006,2012,6.11,-0.03,2138.5,4425.6,3752.9,7052.6,True,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na,2006,10480.57,True,16539.6,2012,12574.82,14426.84,0.07993818113991846,16539.6,14426.84,mega
36455,A,A,A,PRC,East Asia,China,C,C,200.0,200.0,2008,2014,4.76,1.02,,,745.0,1110.3,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,1630.81,True,2211.16,2014,1846.67,2048.7,0.2684563758389262,2211.16,2048.7,mega
36505,A,D,D,PRC,East Asia,China,C,B2,80.0,77.98,2006,2013,6.03,1.01,,,160.21,158.26,False,Water,Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na,2006,447.41,True,706.07,2013,270.78,303.68,0.49934461019911364,706.07,303.68,major
36507,A,D,D,PRC,East Asia,China,C,B2,100.0,92.72,2005,2012,4.95,2.04,,,232.2,234.5,True,Water,Urban water supply,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2013,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2005,672.47,True,1103.89,2012,418.11,479.69,0.4306632213608958,1103.89,479.69,mega
36595,A,D,D,PRC,East Asia,China,C,B2,150.0,150.0,2007,2014,5.94,1.32,139.42,44.35,372.36,225.38,False,Water,Urban flood protection,Transportation,Urban public transport,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2015,na,na,na,na,na,na,na,na,2007,944.3,True,1380.94,2014,374.86,415.87,0.4028359651949726,1380.94,415.87,mega
36673,B,D,D,AFG,Central and West Asia,Afghanistan,A,A,150.0,141.15,2003,2013,10.08,,20.0,19.94,170.0,158.15,False,Transportation,Road transport (non-urban),Energy,Electricity transmission and distribution; Conventional energy generation,successful,relevant,less than effective,nr,nr,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2010,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2003,826.58,True,2044.31,2013,529.55,594.11,0.8823529411764706,2044.31,594.11,mega
37003,A,D,D,PAK,Central and West Asia,Pakistan,B,B1,60.0,13.7,2005,2009,5.8,-1.75,,,85.7,19.6,False,Water,"Urban policy, institutional and capacity development",na,na,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,na,na,na,na,na,na,na,na,na,PCR,2012,na,na,na,na,na,na,na,na,2005,340.95,True,1005.25,2009,76.81,155.35,0.7001166861143524,1005.25,155.35,mega
37027,B,D,D,NEP,South Asia,Nepal,A,A,19.6,17.54,2004,2016,5.66,6.05,,,26.7,19.5,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2012,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2004,147.3,True,530.66,2016,66.15,78.24,0.7340823970037454,530.66,78.24,major
37041,B,B,B,CAM,Southeast Asia,Cambodia,A,A,20.0,20.6,2006,2015,4.24,4.19,22.3,28.8,52.36,66.2,True,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2006,196.42,True,333.29,2015,189.69,209.9,0.3819709702062643,333.29,209.9,small
37066,B,D,D,IND,South Asia,India,B,B,750.0,710.99,2005,2015,8.53,0.51,,,1048.78,987.85,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2005,4335.13,True,9764.21,2015,3383.29,3863.28,0.715116611682145,9764.21,3863.28,mega
37066,B,D,D,IND,South Asia,India,B,B,130.0,121.73,2008,2013,2.26,2.89,,,168.8,178.32,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,2008,617.93,True,1099.47,2013,624.04,753.1,0.7701421800947866,1099.47,753.1,mega
37066,B,D,D,IND,South Asia,India,B,B,185.0,185.0,2009,2013,2.9,0.81,,,239.8,248.35,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na,2009,851.18,True,1414.88,2013,869.12,1048.87,0.7714762301918265,1414.88,1048.87,mega
37066,B,D,D,IND,South Asia,India,B,B2,180.0,173.91,2006,2009,2.42,0.77,,,250.2,233.4,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,satisfactory,PVR,2012,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,2006,1005.15,True,2088.49,2009,828.47,1377.13,0.7194244604316548,2088.49,1377.13,mega
37075,B,C,B,AFG,Central and West Asia,Afghanistan,A,A,80.0,74.63,2004,2014,9.55,,,,80.0,113.1,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,highly efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2004,350.51,True,779.08,2014,402.51,449.04,1.0,779.08,449.04,major
37078,B,D,D,AFG,Central and West Asia,Afghanistan,A,A,50.0,47.0,2005,2016,10.72,0.4,,,50.0,68.27,True,Energy,Electricity transmission and distribution,na,na,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2017,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2005,211.67,True,424.19,2016,289.41,322.23,1.0,424.19,322.23,small
37136,B,C,B,AFG,Central and West Asia,Afghanistan,A,A,30.0,29.1,2004,2014,10.11,-0.04,2.0,2,32.1,35.3,True,Transportation,Air transport,na,na,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2012,less than successful,relevant,effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2004,140.64,True,312.6,2014,125.63,140.15,0.9345794392523364,312.6,140.15,small
