id,regionname,countryshortname,project_name,sector1,sector2,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,duration_years,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,supplementprojectflg,projectfinancialtype
P131818,Eastern and Southern Africa,Mauritius,"Preparation of a Grid Code, Feed-in-Tariffs & Model Energy Supply Purchase Agreements for Renewable Energy Systems Greater than 50kW",Energy and Extractives,Renewable Energy Biomass,2012-10-04,2012,,2014,2012-10-04,,2014-10-31,2.1," 230,000 ", -   , 1.00 , -   ," 230,000 "," 230,000 ",  ,  ," 230,000 "," 230,000 ",Investment Project Financing,C,N,Grants
P131881,Eastern and Southern Africa,Zambia,Zambia - Extractive Industries Transparency Initiative Implementation Post Compliance I,Energy and Extractives,Mining,2012-09-10,2012,2013,2014,2012-09-10,2013-05-28,2014-12-31,2.3," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P131921,Europe and Central Asia,Turkiye,EU/IPA Energy Sector Technical Assistance Project,Energy and Extractives,Renewable Energy Biomass,2012-08-02,2014,2014,2017,2014-05-30,2014-05-30,2017-09-28,3.3," 14,870,400 ", -   , 1.00 , -   ," 14,870,400 "," 14,870,400 ",  ,  ," 14,317,608 "," 14,317,608 ",Investment Project Financing,B,N,Other
P132102,Latin America and Caribbean,Nicaragua,NI AF Rural Water Supply and Sanitation,"Water, Sanitation and Waste Management",Sanitation,2012-11-27,2013,,2015,2013-01-17,,2015-03-31,2.2," 390,000 "," 6,000,000 ", 0.06 , 0.94 ," 6,390,000 "," 6,390,000 ", -   ," 6,000,000 ", -   ," 6,000,000 ",Specific Investment Loan,B,Y,Other
P132154,East Asia and Pacific,China,China: Nanchang Urban Rail Project,Transportation,Urban Transport,2012-10-10,2013,2013,2019,2013-06-20,2013-10-21,2019-12-31,6.5," 2,321,230,080 "," 250,000,000 ", 0.90 , 0.10 ," 2,571,230,080 "," 2,571,229,950 "," 250,000,000 ", -   , -   ," 250,000,000 ",Investment Project Financing,A,N,Other
P132551,Eastern and Southern Africa,Mozambique,Mozambique - Maputo Peri-urban Sanitation,"Water, Sanitation and Waste Management",Sanitation,2013-07-22,2012,2013,2017,2012-05-01,2013-08-23,2017-08-23,5.3," 1,775,950 ", -   , 1.00 , -   ," 1,775,950 "," 1,775,950 ",  ,  ," 1,775,950 "," 1,775,950 ",Investment Project Financing,C,N,Grants
P132807,Western and Central Africa,Nigeria,Nigeria Post-Compliance I EITI,Energy and Extractives,Oil and Gas,2013-01-18,2013,2013,2015,2013-01-18,2013-03-15,2015-12-31,3.0," 900,000 ", -   , 1.00 , -   ," 900,000 "," 900,000 ",  ,  ," 900,000 "," 900,000 ",Investment Project Financing,C,N,Grants
P133005,Eastern and Southern Africa,Uganda,Uganda Energy for Rural Transformation IPF Phase2 Additional Financing,Energy and Extractives,Energy Transmission and Distribution,2013-05-22,2013,,2016,2013-05-22,,2016-06-30,3.1, -   ," 12,000,000 ", -   , 1.00 ," 12,000,000 "," 12,000,000 ", -   ," 12,000,000 ", -   ," 12,000,000 ",Adaptable Program Loan,B,Y,IDA
P133318,Eastern and Southern Africa,Uganda,IDA Guarantee for Renewable Energy Development Program,Energy and Extractives,Renewable Energy Hydro,2013-06-12,2014,,2017,2014-03-18,,2017-01-20,2.8," 160,000,000 ", -   , 1.00 , -   ," 160,000,000 "," 160,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,N,IDA
P133729,East Asia and Pacific,Indonesia,Indonesia Phase II: EITI Implementation,Energy and Extractives,Oil and Gas,2013-06-13,2013,2013,2015,2013-06-13,2013-09-23,2015-12-31,2.6," 1,050,000 ", -   , 1.00 , -   ," 1,050,000 "," 1,050,000 ",  ,  ," 1,050,000 "," 1,050,000 ",Investment Project Financing,C,N,Grants
P133831,Europe and Central Asia,Armenia,Preparation of SREP Investment Plan,Energy and Extractives,Renewable Energy Biomass,2013-04-19,2013,,2014,2013-04-19,,2014-06-30,1.2," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,C,N,Grants
P143254,Eastern and Southern Africa,Seychelles,"Determination of the Grid Absorption Capacity of the Public Utilities Corporation (PUC) Grid Code, Feed-in-Tariff for RE",Energy and Extractives,Renewable Energy Biomass,2012-12-13,2012,2013,2014,2012-12-13,2013-07-18,2014-08-31,1.7," 280,000 ", -   , 1.00 , -   ," 280,000 "," 280,000 ",  ,  ," 280,000 "," 280,000 ",Investment Project Financing,C,N,Grants
P143321,East Asia and Pacific,Myanmar,Myanmar EITI Implementation Grant,Energy and Extractives,Mining,2015-05-18,2015,2015,2015,2015-05-18,2015-08-21,2015-12-31,0.6," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P143834,Western and Central Africa,Mali,Mali Post Compliance I: EITI Implementation,Energy and Extractives,Mining,2015-03-16,2015,2015,2015,2015-03-16,2015-04-15,2015-12-31,0.8," 400,000 ", -   , 1.00 , -   ," 400,000 "," 400,000 ",  ,  ," 400,000 "," 400,000 ",Investment Project Financing,C,N,Grants
P143963,Europe and Central Asia,Albania,"Albania MDTF for Extractive Industry Transparency Initiative (EITI), Implementation Support, Phase III",Energy and Extractives,Oil and Gas,2013-06-14,2013,2014,2015,2013-06-14,2014-03-19,2015-12-31,2.5," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P144030,Western and Central Africa,Cote d'Ivoire,CI - 27  Gas Field Expansion,Energy and Extractives,Oil and Gas,2013-06-18,2013,,2017,2013-06-18,,2017-03-29,3.8," 60,000,000 ", -   , 1.00 , -   ," 60,000,000 "," 60,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,N,IDA
P144108,Latin America and Caribbean,Honduras,Honduras: EITI Implementation,Energy and Extractives,Mining,2014-01-24,2014,2014,2015,2014-01-24,2014-09-26,2015-12-31,1.9," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,C,N,Grants
P144111,Europe and Central Asia,Bosnia and Herzegovina,Second Solid Waste Management Project Additional Financing - EC IPA,"Water, Sanitation and Waste Management",Waste Management,2012-12-18,2012,,2017,2012-12-18,,2017-10-31,4.9," 6,000,000 ", -   , 1.00 , -   ," 6,000,000 "," 6,000,000 ",  ,  ," 6,000,000 "," 6,000,000 ",Specific Investment Loan,B,Y,Grants
P144228,Eastern and Southern Africa,Sub-Saharan Africa (IDA & IBRD countries),Lesotho Highlands - Botswana Water Transfer,"Water, Sanitation and Waste Management",Water Supply,2014-08-14,2014,2015,2017,2014-08-14,2015-02-20,2017-09-30,3.1," 2,000,000 ", -   , 1.00 , -   ," 2,000,000 "," 2,000,000 ",  ,  ," 2,000,000 "," 2,000,000 ",Investment Project Financing,B,N,Grants
P144435,Western and Central Africa,Liberia,Liberia  Urban Rural Infrastr. Rehab.  Additional Financing,Transportation,Urban Transport,2014-01-24,2014,,2017,2014-01-24,,2017-06-30,3.4," 9,400,000 "," 19,600,000 ", 0.32 , 0.68 ," 29,000,000 "," 29,000,000 ", -   ," 19,600,000 "," 9,400,000 "," 29,000,000 ",Investment Project Financing,B,Y,IDA
P144476,Western and Central Africa,Ghana,Results Based Financing for Sanitation and Hygiene,"Water, Sanitation and Waste Management",Sanitation,2013-12-26,2013,2013,2017,2013-12-26,2013-08-28,2017-08-28,3.7," 3,000,000 ", -   , 1.00 , -   ," 3,000,000 "," 3,000,000 ",  ,  ," 3,000,000 "," 3,000,000 ",Investment Project Financing,Not Available,N,Grants
P145018,Eastern and Southern Africa,Mozambique,MZ Extractive Industries Transparancy Initiative Post Compliance I,Energy and Extractives,Mining,2013-08-22,2013,2013,2015,2013-08-22,2013-09-17,2015-12-31,2.4," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P145138,Europe and Central Asia,Ukraine,Ukraine - Smart Grid Project – PPG,Energy and Extractives,Energy Transmission and Distribution,2013-09-09,2013,,2015,2013-09-09,,2015-12-31,2.3," 500,000 ", -   , 1.00 , -   ," 500,000 "," 500,000 ",  ,  ," 500,000 "," 500,000 ",Investment Project Financing,C,N,Grants
P145139,Western and Central Africa,Ghana,OBA Urban Sanitation Facility for the Greater Accra Metropolitan Area (GAMA),"Water, Sanitation and Waste Management",Sanitation,2014-05-05,2014,2015,2018,2014-05-05,2015-03-07,2018-06-30,4.2," 8,760,000 ", -   , 1.00 , -   ," 8,760,000 "," 8,760,000 ",  ,  ," 4,850,000 "," 4,850,000 ",Investment Project Financing,B,N,Other
P145434,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Yemen: Preparation of SREP Investment Plan,Energy and Extractives,Renewable Energy Biomass,2013-04-16,2013,,2015,2013-04-16,,2015-09-23,2.4," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,Not Available,N,Grants
P145649,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,"ONEE Support Project (formerly, ONE Support Project)",Energy and Extractives,Energy Transmission and Distribution,2013-10-04,2013,,2015,2013-11-26,,2015-12-31,2.1, -   ," 40,500,000 ", -   , 1.00 ," 40,500,000 "," 40,500,000 "," 40,500,000 ", -   , -   ," 40,500,000 ",Investment Project Financing,B,Y,IBRD
P145657,Western and Central Africa,Mauritania,Senegal Banda Gas to Power Guarantee,Energy and Extractives,Oil and Gas,2014-05-29,2014,,2018,2014-05-29,,2018-05-11,4.0," 99,000,000 ", -   , 1.00 , -   ," 99,000,000 "," 99,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,Y,IDA
P145664,Western and Central Africa,Mauritania,Banda Gas to Power Guarantee,Energy and Extractives,Oil and Gas,2014-05-29,2014,,2018,2014-05-29,,2018-05-11,4.0," 32,000,000 ", -   , 1.00 , -   ," 32,000,000 "," 32,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,Y,IDA
P145948,Other,World,Road Traffic Safety Research in Low and Middle Income Countries Project,Transportation,Rural and Inter-Urban Roads,2013-06-13,2013,,2016,2013-06-13,,2016-02-04,2.6," 355,000 ", -   , 1.00 , -   ," 355,000 "," 355,000 ",  ,  ," 355,000 "," 355,000 ",Investment Project Financing,C,N,Grants
P146055,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Mocha Wind Park Project,Energy and Extractives,Renewable Energy Wind,2013-10-17,2014,2014,2017,2014-03-07,2014-08-21,2017-01-17,2.9," 124,000,000 "," 20,000,000 ", 0.86 , 0.14 ," 144,000,000 "," 144,000,000 ", -   ," 20,000,000 "," 105,000,000 "," 125,000,000 ",Investment Project Financing,B,N,Other
P146065,"Middle East, North Africa, Afghanistan, and Pakistan",West Bank and Gaza,North Gaza Emergency Sewage Treatment Project - Third Additional Financing,"Water, Sanitation and Waste Management",Sanitation,2014-04-14,2014,,2018,2014-04-14,,2018-06-30,4.2," 10,572,500 ", -   , 1.00 , -   ," 10,572,500 "," 10,572,500 ",  ,  ," 10,572,500 "," 10,572,500 ",Investment Project Financing,A,Y,Other
P146125,Europe and Central Asia,Azerbaijan,Rail Trade and Transport Facilitation AF,Transportation,Railways,2013-06-27,2013,,2017,2013-06-27,,2017-12-31,4.5, -   ," 220,000,000 ", -   , 1.00 ," 220,000,000 "," 220,000,000 "," 220,000,000 ", -   , -   ," 220,000,000 ",Specific Investment Loan,B,Y,IBRD
P146938,Eastern and Southern Africa,Mozambique,Water Services and Institutional Support Project,"Water, Sanitation and Waste Management",Water Supply,2014-02-21,2014,,2015,2014-02-21,,2015-10-31,1.7," 3,800,000 ", -   , 1.00 , -   ," 3,800,000 "," 3,800,000 ",  ,  ," 3,800,000 "," 3,800,000 ",Investment Project Financing,B,Y,Grants
P146966,Western and Central Africa,Liberia,Emergency Monrovia Urban Sanitation 2AF,"Water, Sanitation and Waste Management",Waste Management,2014-06-01,2014,2014,2016,2014-08-25,2014-09-23,2016-12-30,2.4," 16,670,000 ", -   , 1.00 , -   ," 16,670,000 "," 16,670,000 ",  ,  ," 7,000,000 "," 7,000,000 ",Investment Project Financing,B,Y,Grants
P147659,Eastern and Southern Africa,Zambia,Support for Development of MIS and Single Registry of Beneficiaries,"Water, Sanitation and Waste Management",Water Supply,2014-02-24,2014,,2016,2014-02-20,,2016-09-30,2.6," 1,000,000 ", -   , 1.00 , -   ," 1,000,000 "," 1,000,000 ",  ,  ," 1,000,000 "," 1,000,000 ",Investment Project Financing,C,N,Grants
P147893,East Asia and Pacific,Indonesia,Urban Transport Corridor Development in Surabaya - RETF,Transportation,Urban Transport,2014-02-28,2014,,2016,2014-03-26,,2016-09-30,2.5," 1,250,000 ", -   , 1.00 , -   ," 1,250,000 "," 1,250,000 ",  ,  ," 1,250,000 "," 1,250,000 ",Investment Project Financing,C,N,Grants
P148560,East Asia and Pacific,"Micronesia, Federated States of",Energy Sector Development Project,Energy and Extractives,Renewable Energy Solar,2014-03-18,2014,2014,2019,2014-05-29,2014-10-15,2019-09-30,5.3, -   ," 14,400,000 ", -   , 1.00 ," 14,400,000 "," 14,400,000 ", -   ," 14,400,000 ", -   ," 14,400,000 ",Investment Project Financing,B,N,IDA
P148881,South Asia,Bangladesh,Bangladesh Trade and Transport Studies,Transportation,Rural and Inter-Urban Roads,2014-02-09,2014,,2016,2014-02-09,,2016-08-31,2.6," 4,999,000 ", -   , 1.00 , -   ," 4,999,000 "," 4,999,000 ",  ,  ," 4,999,000 "," 4,999,000 ",Investment Project Financing,C,N,Grants
P149445,Western and Central Africa,Mali,Legal and technical negotiation support,Energy and Extractives,Mining,2014-05-12,2014,2014,2017,2014-06-10,2014-06-13,2017-06-30,3.1," 1,050,000 ", -   , 1.00 , -   ," 1,050,000 "," 1,050,000 ",  ,  ," 1,050,000 "," 1,050,000 ",Investment Project Financing,C,N,Grants
P149533,Europe and Central Asia,Kyrgyz Republic,Kyrgyz Republic: EITI Post Compliance Phase II,Energy and Extractives,Mining,2014-06-11,2014,2015,2015,2014-06-11,2015-09-22,2015-12-31,1.6," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,C,N,Grants
P149556,Western and Central Africa,Burkina Faso,Urban Water Sector Project - Additional Financing,"Water, Sanitation and Waste Management",Water Supply,2014-06-25,2015,,2019,2015-01-12,,2019-12-31,5.0, -   ," 80,000,000 ", -   , 1.00 ," 80,000,000 "," 80,000,000 ", -   ," 80,000,000 ", -   ," 80,000,000 ",Investment Project Financing,B,Y,IDA
P149606,South Asia,Nepal,ROAD SAFETY SUPPORT PROJECT,Transportation,Rural and Inter-Urban Roads,2014-07-01,2015,2015,2017,2015-04-08,2015-06-09,2017-07-15,2.3," 7,470,000 ", -   , 1.00 , -   ," 7,470,000 "," 7,470,000 ",  ,  ," 7,470,000 "," 7,470,000 ",Investment Project Financing,B,N,Grants
P149669,East Asia and Pacific,Papua New Guinea,PNG Addressing FSV in EI areas,Energy and Extractives,Mining,2015-10-13,2015,2016,2018,2015-10-13,2016-04-27,2018-06-30,2.7," 2,000,000 ", -   , 1.00 , -   ," 2,000,000 "," 2,000,000 ",  ,  ," 2,000,000 "," 2,000,000 ",Investment Project Financing,Not Available,N,Grants
P149941,"Middle East, North Africa, Afghanistan, and Pakistan",Afghanistan,Afghanistan Phase II - Extractive Industries Transparency Initiative,Energy and Extractives,Mining,2014-10-27,2014,2014,2016,2014-10-27,2014-11-29,2016-12-31,2.2," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,Not Available,N,Grants
P149959,Latin America and Caribbean,St. Lucia,Geothermal Resource Development in Saint Lucia,Energy and Extractives,Renewable Energy Biomass,2014-12-03,2014,2014,2019,2014-12-03,2014-12-22,2019-01-25,4.1," 1,165,000 ", -   , 1.00 , -   ," 1,165,000 "," 1,165,000 ",  ,  ," 1,165,000 "," 1,165,000 ",Investment Project Financing,Not Available,N,Other
P150033,"Middle East, North Africa, Afghanistan, and Pakistan",Tunisia,Urban Water Supply additional financing,"Water, Sanitation and Waste Management",Water Supply,2014-06-09,2014,,2018,2014-06-09,,2018-06-30,4.1, -   ," 26,200,000 ", -   , 1.00 ," 26,200,000 "," 26,200,000 "," 26,200,000 ", -   , -   ," 26,200,000 ",Investment Project Financing,B,Y,IBRD
P150123,Western and Central Africa,Mauritania,Mauritania - EITI Post-Compliance  II,Energy and Extractives,Oil and Gas,2015-01-20,2015,2015,2015,2015-01-20,2015-03-18,2015-12-31,0.9," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P150494,"Middle East, North Africa, Afghanistan, and Pakistan",West Bank and Gaza,Gaza Sustainable Water Supply Program,"Water, Sanitation and Waste Management",Water Supply,2015-08-20,2015,2016,2018,2015-10-12,2016-01-05,2018-05-31,2.6," 2,500,000 ", -   , 1.00 , -   ," 2,500,000 "," 2,500,000 ",  ,  ," 2,500,000 "," 2,500,000 ",Investment Project Financing,A,N,Grants
P150595,Eastern and Southern Africa,Seychelles,Seychelles: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,2015-03-16,2015,2015,2015,2015-03-16,2015-03-16,2015-12-31,0.8," 200,000 ", -   , 1.00 , -   ," 200,000 "," 200,000 ",  ,  ," 200,000 "," 200,000 ",Investment Project Financing,C,N,Grants
P150934,East Asia and Pacific,Mongolia,Mongolia EITI Post Compliance II,Energy and Extractives,Mining,2014-08-26,2014,2014,2015,2014-08-26,2014-10-14,2015-12-31,1.3," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P150956,Eastern and Southern Africa,Mozambique,MZ-Additional Financing for Roads and Bridges Management  and Maintenance Program - Ph-2 (AF3),Transportation,Rural and Inter-Urban Roads,2015-02-16,2015,,2018,2015-03-31,,2018-12-31,3.8," 2,500,000 "," 73,600,000 ", 0.03 , 0.97 ," 76,100,000 "," 76,100,000 ", -   ," 73,600,000 ", -   ," 73,600,000 ",Investment Project Financing,B,Y,Other
P151032,"Middle East, North Africa, Afghanistan, and Pakistan",West Bank and Gaza,Additional Financing for Water Supply & Sewage Systems Improvement,"Water, Sanitation and Waste Management",Sanitation,2015-01-13,2014,,2017,2014-10-30,,2017-12-31,3.2," 15,000,000 ", -   , 1.00 , -   ," 15,000,000 "," 15,000,000 ",  ,  ," 15,000,000 "," 15,000,000 ",Investment Project Financing,B,Y,Other
P151124,Eastern and Southern Africa,Tanzania,TZ Sustainable Management of Mineral Resources,Energy and Extractives,Mining,2015-03-12,2015,,2018,2015-05-07,,2018-12-31,3.7," 5,000,000 "," 45,000,000 ", 0.10 , 0.90 ," 50,000,000 "," 50,000,000 ", -   ," 45,000,000 ", -   ," 45,000,000 ",Investment Project Financing,B,Y,Other
P151927,Europe and Central Asia,Ukraine,Advisory services and technical assistance to Naftogaz and the Government of Ukraine on the reform of the natural gas sector,Energy and Extractives,Oil and Gas,2014-07-21,2014,2015,2016,2014-10-02,2015-10-21,2016-10-21,2.1," 1,155,490 ", -   , 1.00 , -   ," 1,155,490 "," 1,155,490 ",  ,  ," 1,155,490 "," 1,155,490 ",Investment Project Financing,C,N,Grants
P151979,Western and Central Africa,Cabo Verde,Cabo Verde: Distributed Solar Energy Systems (SIDS DOCK),Energy and Extractives,Renewable Energy Biomass,2015-12-28,2015,2016,2018,2015-12-28,2016-02-10,2018-12-31,3.0," 1,000,000 ", -   , 1.00 , -   ," 1,000,000 "," 1,000,000 ",  ,  ," 1,000,000 "," 1,000,000 ",Investment Project Financing,Not Available,N,Grants
P152039,Europe and Central Asia,Armenia,Geothermal Exploratory Drilling Project,Energy and Extractives,Renewable Energy Biomass,2015-01-15,2015,2015,2019,2015-06-08,2015-08-25,2019-05-31,4.0," 10,680,000 ", -   , 1.00 , -   ," 10,680,000 "," 10,680,000 ",  ,  ," 8,550,000 "," 8,550,000 ",Investment Project Financing,B,N,Grants
P152670,Western and Central Africa,Ghana,Ghana Sankofa Gas Project,Energy and Extractives,Oil and Gas,2015-07-07,2015,,2018,2015-07-30,,2018-12-31,3.4," 700,000,000 ", -   , 1.00 , -   ," 700,000,000 "," 700,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,N,IBRD
P153078,Western and Central Africa,Senegal,Transport & Urban Mobility Additional Financing,Transportation,Urban Transport,2015-11-06,2015,,2019,2015-11-06,,2019-12-31,4.2," 15,000,000 "," 50,000,000 ", 0.23 , 0.77 ," 65,000,000 "," 65,000,000 ", -   ," 50,000,000 ", -   ," 50,000,000 ",Investment Project Financing,B,Y,Other
