projectid_head,projectid1,projectid2,projectid3,projectid4,countrycode,countryname,region,countryclassification_current,countryclassification_at_approval,projectname,modality,mode_of_fin_assistance,modality_financing,funding_source,approved_amount_usd_m,disbursed_amonut_usd_m,committed_amount_usd_m,approvaldate,approvalyear,loangisnged,loaneffective_initial,loaneffective_final,closingdate_initial,closingdate_final,cofin_approval_usd_m,cofin_act_usd_m,totalcost_initial,totalcost_final,sector1,sector1a,sector2,sector2a,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
40043,40043,,,,TAJ,Tajikistan,Central and West Asia,A,A,Regional Power Transmission Interconnection Project  (AFG/TAJ),Project,Project loan,,COL,21.5,18.90003346,21.709026,12/19/06,2006,2/22/07,5/23/07,8/22/07,3/15/11,5/16/11,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
40043,40043,,,,TAJ,Tajikistan,Central and West Asia,A,A,Regional Power Transmission Interconnection Project  (AFG/TAJ),Project,Project loan,,OFID,8.5,7.90663035,na,1/10/07,2007,9/6/07,,1/15/08,12/31/10,6/21/12,8.5,7.90663035,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
40043,40043,,,,AFG,Afghanistan,Central and West Asia,A,A,Regional Power Transmission Interconnection Project  (AFG/TAJ),Project,Project Loan,,COL,35,35.15390241,35.76886963,12/19/06,2006,5/20/07,8/18/07,8/22/07,6/30/13,3/5/14,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
40043,40043,,,,AFG,Afghanistan,Central and West Asia,A,A,Regional Power Transmission Interconnection Project (Supplementary Grant),Project,Project grant,,ADF,12,4.5679367,12,11/18/10,2010,1/18/11,2/17/11,9/12/11,12/31/11,10/29/13,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
40050,40050,,,,PRC,China,East Asia,C,B2,Jilin Urban Environment Improvement,Project,Project loan,,OCR,100,94.8,100,10/29/07,2007,2/26/08,6/20/08,6/20/08,6/30/13,10/15/13,137.59,113.22,352.68,341.03,Water,Urban water supply,na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40051,40051,,,,PRC,China,East Asia,C,B2,Gansu Baiyin Urban Development Project,Project,Project loan,Project loan,OCR,80,80,80,1/23/08,2008,6/26/08,9/24/08,10/24/08,6/30/12,5/2/14,0,0,161.5,172.4,Transportation,Urban roads and traffic management,ENE,Energy utility services,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40052,40052,,,,PRC,China,East Asia,C,B2,Kunming Qingshuihai Water Supply Project,Project,Project loan,,OCR,80,80,80,12/12/07,2007,3/26/08,6/25/08,6/25/08,6/30/13,11/6/13,0,0,255.9,369,Water,Urban water supply,na,na,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40061,40061,,,,INO,Indonesia,Southeast Asia,C,C,Java–Bali Electricity Distribution Performance Improvement Project,Project,Project loan,Project loan,OCR/Agence Francaise de Developpement/CEF-CEFPF,101,71.71224742,50,3/22/10,2010,6/22/10,9/20/10,4/25/11,11/30/12,11/25/16,50,31.62,120,83.94,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory
40075,40075,,,,PAK,Pakistan,Central and West Asia,B,B1,National Trade Corridor Highway Investment Program (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,COL/OCR,180,126.44,179.6317946,12/17/07,2007,12/3/08,1/2/09,12/22/08,3/31/15,8/1/15,0,0,212.5,157.13,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
40173,40173-013,,,,PNG,Papua New Guinea,Pacific,B,B,Highlands Region Road Improvement Investment Program—Project 1,Project,MFF-Tranche (Loan),MFF - tranche,COL,100,99.41,99.8726098,12/22/08,2008,2/19/09,5/18/09,5/18/09,6/30/16,8/7/17,0,0,140,139.4,Transportation,Road transport (non-urban),na,na,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
40198,40198,,,,VIE,Viet Nam,Southeast Asia,C,B1,Ho Chi Minh City-Long Thanh Dau Giay Expressway Technical Assistance Project,Project,TA loan,,COL,10,9.8,10.0763091,11/28/07,2007,12/20/07,3/20/08,9/5/08,6/30/10,1/10/12,0,0,11.22,10.77,Transportation,Road transport (non-urban),na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40287,40287,,,,COO,Cook Islands,Pacific,B,C,Avatiu Port Development Project,Project,Project loan,,COL/OCR,15.51,20.71,17.03472351,11/20/08,2008,5/5/09,8/3/09,9/10/09,12/31/12,4/14/14,0,0,18.2,24.62,Transportation,Water transport (non-urban),na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40287,40287,,,,COO,Cook Islands,Pacific,B,C,Avatiu Port Development Project,Project,Project loan,,OCR,8.63,8.41979171,5.90934815,11/20/08,2008,5/5/09,8/3/09,9/10/09,12/31/13,4/14/14,,,,,Transportation,Water transport (non-urban),na,na,-,-,-,-,-,-,-,-
40287,40287,,,,COO,Cook Islands,Pacific,B,C,Avatiu Port Development Project,Project,Project loan,,COL,6.88,7.03734583,6.7785354,11/20/08,2008,5/5/09,8/3/09,9/10/09,12/31/13,4/14/14,,,,,Transportation,Water transport (non-urban),na,na,-,-,-,-,-,-,-,-
40287,40287,,,,COO,Cook Islands,Pacific,B,C,Avatiu Port Development (Supplementary),Project,Project loan,,OCR,4.7,4.45490683,4.34683996,3/24/11,2011,12/30/11,3/29/12,5/22/12,12/31/13,4/14/14,,,,,Transportation,Water transport (non-urban),na,na,-,-,-,-,-,-,-,-
40296,40296,45299,,,ARM,Armenia,Central and West Asia,C,B1,Water Supply and Sanitation Sector Project (with Additional Financing),Project,Sector Loan,Sector loan,COL,76,74.25,77.3166403,10/31/07,2007,12/18/07,2/16/08,5/28/08,10/31/17,1/17/18,0,0,95,92.62,Water,Urban water supply,na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40364,40364,,,,VIE,Viet Nam,Southeast Asia,C,B,Central Region Rural Water Supply and Sanitation Sector Project,Project,Sector Loan,Sector loan,COL,45,37.55,43.70720982,12/17/09,2009,2/2/10,5/3/10,6/2/10,6/30/17,5/9/18,0,0,50,41.5,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory
40553,40553,,,,NEP,Nepal,South Asia,A,A,Energy Access and Efficiency Improvement Project,Project,Project loan,Project loan,COL/CCF/CEF-CEFPF,69.5,52.39,67.48846812,11/27/09,2009,3/11/10,6/9/10,6/4/10,3/31/17,4/10/18,4.2,3.69,93.6,72.5,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
40554,40554,,,,NEP,Nepal,South Asia,A,A,Rural Reconstruction and Rehabilitation Sector Development Program,Program/Project,SDP grant,,ADF,100,93.56,100,12/12/07,2007,1/14/08,4/13/08,2/1/08,6/30/12,6/23/14,31.5,31.85,161.2,179.85,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40554,40554,,,,NEP,Nepal,South Asia,A,A,Rural Reconstruction and Rehabilitation Sector Development Program - Project grant,Project,SDP - Project grant,,ADF,50,43.56,50,12/12/07,2007,1/14/08,4/13/08,2/1/08,6/30/12,6/23/14,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
40559,40559,,,,BAN,Bangladesh,South Asia,B,B,Second Urban Governance and Infrastructure Improvement (Sector) Project,Project,Sector loan,Sector loan,COL,87,392.39,82.6152678,10/28/08,2008,11/4/08,2/2/09,8/22/06,6/30/15,10/9/16,40.8,44.66,167.5,168.41,Transportation,Urban roads and traffic management,WUS,Urban flood protection,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40610,40610,,,,ARM,Armenia,Central and West Asia,C,B1,Rural Road Sector Project,Project,Sector loan,,ADF,47.92,47.81,48.28978067,9/28/07,2007,11/15/07,1/16/08,3/7/08,6/30/11,12/8/11,0,0,64.84,66.94,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40610,40610,,,,ARM,Armenia,Central and West Asia,C,B1,Rural Road Sector Project,Project,Sector loan,,COL,30.6,31.01811651,31.8000045,9/28/07,2007,11/15/07,1/16/08,3/7/08,9/30/11,12/8/11,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
40610,40610,,,,ARM,Armenia,Central and West Asia,C,B,Rural Road Sector Project (Supplementary),Project,Sector loan,,COL,17.32,16.79169808,16.48977617,11/7/08,2008,11/18/08,12/18/08,1/6/09,9/30/11,12/8/11,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
40626,40626,,,,PRC,China,East Asia,C,C,Yunnan Integrated Road Network Development Project,Project,Project loan,Project loan,OCR,250,247.42,250,12/2/10,2010,6/3/11,9/1/11,9/26/11,6/30/16,10/14/16,0,0,1753,1879.09,Transportation,Road transport (non-urban),na,na,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40641,40641,,,,PRC,China,East Asia,C,C,Hebei Small Cities and Towns Development Demonstration Sector Project,Project,Sector loan,Sector loan,OCR/WFPF,100.25,97.5,100.25,11/6/09,2009,12/17/09,3/17/10,3/17/10,6/30/16,12/19/16,0.3,0.3,235.9,180.6,Water,Urban sewerage,ENE,Energy utility services,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40642,40642,,,,PRC,China,East Asia,C,C,Guangxi Wuzhou Urban Development Project,Project,Project loan,Project loan,OCR,100,97.95,100,12/15/08,2008,4/29/09,7/30/09,7/30/09,12/31/14,7/31/17,0,0,263.34,242.73,Transportation,Urban roads and traffic management,WUS,Urban housing,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40643,40643,,,,PRC,China,East Asia,C,C,Xinjiang Urban Transport and Environmental Improvement Project ,Project,Project loan,Project loan,OCR,100,97.8,100,6/29/09,2009,8/26/09,11/24/09,11/27/09,12/31/14,6/26/15,0,0,187.2,149,Transportation,Urban roads and traffic management,WUS,Urban solid waste management,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40665,40665,,,,PRC,China,East Asia,C,C,Songhua River Basin Water Pollution Control and Management Project,Project,Project loan,Project loan,OCR,200,195.42,200,12/11/08,2008,5/25/09,8/24/09,8/24/09,6/30/14,10/27/14,0,0,396.33,425.21,Water,Urban sewerage,na,na,successful,highly relevant,effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
41013,41013,,,,VIE,Viet Nam,Southeast Asia,C,B,Thanh Hoa City Comprehensive Socioeconomic Development Project,Project,Project loan,Project loan,COL/ATF-Netherlands TA Grant,74,65.77787099,72.26308908,3/5/09,2009,4/17/09,7/23/09,11/9/09,12/31/14,3/31/17,34.7,32.9,117.9,110.5,Water,Urban water supply; Urban sewerage; Renovation and protection of cultural heritage,"TRA,EDU",Technical and vocational education and training;Urban roads and traffic management,less than successful,less than relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory
41105,41105,,,,SOL,Solomon Islands,Pacific,A,A,Emergency Assistance Project,Project,Project grant,,ADF,8.95,12.61,4.95,6/27/07,2007,9/11/07,10/1/07,10/1/07,12/31/09,8/6/13,4,7.84,9.75,13.37,Transportation,Water transport (non-urban),ANR,Rural water supply services,na,na,na,na,na,na,na,na
41121,41121,,,,KAZ,Kazakhstan,Central and West Asia,C,C,CAREC Transport Corridor I (Zhambyl Oblast Section) [Western Europe–Western People's Republic of China International Transit Corridor] Investment Program,Project,MFF - Facility,MFF - Facility,OCR/Japan Bank for International Cooperation (JBIC),880,745.91,812,12/30/08,2008,3/30/09,5/29/09,7/31/09,7/15/20,8/1/16,238,238.33,1480,1067.17,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41121,41121,,,,KAZ,Kazakhstan,Central and West Asia,C,C,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program - Tranche 2,Project,MFF-Tranche (Loan),MFF - tranche,OCR,187,184.66,187,10/7/09,2009,12/3/09,2/1/10,4/13/10,6/30/15,10/22/15,0,0,220,218.65,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41121,41121,,,,KAZ,Kazakhstan,Central and West Asia,C,C,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program - Tranche 3,Project,MFF-Tranche (Loan),MFF - tranche,OCR/JICA,173,164.67,173,11/15/10,2010,12/15/10,2/13/11,6/15/11,12/31/13,8/1/16,68,68.33,281,269.31,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41121,41121,,,,KAZ,Kazakhstan,Central and West Asia,C,C,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program  (Project 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,340,224,340,12/30/08,2008,3/30/09,5/30/09,7/31/09,12/31/13,3/20/14,0,0,400,266.01,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41122,41122,,,,GEO,Georgia,Central and West Asia,C,B,Road Corridor Investment Program–Tranche 2,Project,MFF-Tranche (Loan),MFF - tranche,OCR,150,0.18,150,12/8/10,2010,3/24/11,5/23/11,5/13/11,11/30/14,11/25/11,0,0,185,8.22,Transportation,Road transport (non-urban),na,na,unsuccessful,less than relevant,ineffective,less than efficient,unlikely sustainable,satisfactory,satisfactory,less than satisfactory
41123,41123,,,,CAM,Cambodia,Southeast Asia,A,A,Road Asset Management Project,Project,Project loan,,COL/Government of Australia/OPEC Fund for International Development (OFID),6,5.57,10.73609913,1/21/08,2008,2/18/08,5/18/08,12/18/08,12/31/13,4/15/15,34.8,39.43,58.36,47.62,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41123,41123,,,,CAM,Cambodia,Southeast Asia,A,A,Road Asset Management Project,Project,Project loan,,COL,6,5.56415605,5.93609913,1/21/08,2008,2/18/08,5/18/08,12/18/08,6/30/14,2/13/15,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
41123,41123,,,,CAM,Cambodia,Southeast Asia,A,A,Road Asset Management Project,Project,Project grant,,Government of Australia,4.8,4.59807871,4.8,1/21/08,2008,4/24/08,,4/24/08,12/31/13,3/27/15,4.8,4.59807871,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
41123,41123,,,,CAM,Cambodia,Southeast Asia,A,A,Road Asset Management ,Project,Project loan,,OFID,7,6.9838641,na,3/11/09,2009,6/29/09,,9/22/09,6/30/14,4/15/15,7,6.9838641,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
41127,41127,,,,IND,India,South Asia,B,B,Bihar State Highways Project,Project,Project loan,Project loan,OCR,420,351.52,420,9/18/08,2008,11/10/08,2/8/09,1/8/09,7/31/12,1/28/13,0,0,468,450.6,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41171,41171,,,,SOL,Solomon Islands,Pacific,A,A,Transport Sector Development Project,Project,Project grant,Project grant,ADF,12,12,12,12/15/10,2010,4/6/11,7/5/11,7/5/11,7/31/16,7/19/17,60,54.12,84.5,80.17,Transportation,Transport policies and institutional development,na,na,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41198,41198,,,,GEO,Georgia,Central and West Asia,C,B,Municipal Services Development Project,Project,Project loan,,COL,40,38.27,36.75526794,9/12/08,2008,11/11/08,1/10/09,12/12/08,6/30/13,2/27/13,0,0,63.25,51.15,Water,"Urban policy, institutional and capacity development",na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41461,41461,,,,VIE,Viet Nam,Southeast Asia,C,B,Sustainable Rural Infrastructure Development Project in Northern Mountain Provinces,Project,Project loan,Project loan,COL,108,96.15,111.0564285,10/22/10,2010,2/23/11,5/23/11,5/23/11,6/30/17,8/15/18,0,0,138,127.1,Transportation,Road transport (non-urban),ANR,Irrigation,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41462,41462,,,,VIE,Viet Nam,Southeast Asia,C,B,"Comprehensive Socioeconomic Urban Development Project in Viet Tri, Hung Yen, and Dong Dang",Project,Project loan,Project loan,COL,70,62.13,69.32212847,12/8/11,2011,3/9/12,6/7/12,7/10/12,6/30/17,2/26/18,0,0,115.33,97.27,Transportation,Urban roads and traffic management,WUS,Other urban services,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41598,41598,,,,IND,India,South Asia,B,B,National Capital Region Urban Infrastructure Financing Facility,Project,MFF - Facility,MFF - Facility,OCR,78,60,78,8/18/10,2010,3/17/11,6/14/11,6/29/11,12/31/14,5/31/17,0,0,78,60,Transportation,Road transport (non-urban),WUS,Urban water supply,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41656,41656,,,,LAO,Lao People's Democratic Republic,Southeast Asia,A,A,Northern Greater Mekong Subregion Transport Network Improvement Project,Project,Project grant,Project grant,ADF,54,54,27,9/27/07,2007,11/26/07,2/25/08,1/15/08,6/30/14,4/20/16,47.9,46.4,118.6,107.1,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41682,41682,,,,THA,Thailand,Southeast Asia,C,C,Greater Mekong Subregion Highway Expansion Project,Project,Project loan,Project loan,OCR,77.1,69.41,77.1,12/15/09,2009,6/11/10,9/9/10,9/2/10,6/30/15,1/10/17,0,0,179.4,145.13,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42001,42001,,,,PHI,Philippines,Southeast Asia,C,C,Philippine Energy Efficiency Project,Project,Project loan,,OCR/ADF,32.6,25.58,32.6,1/29/09,2009,3/2/09,5/31/09,5/28/09,10/31/11,5/8/14,0,0,46.5,43.65,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory
